Time [s],Packet ID,MOSI,MISO
4.236839750000000,0,0xFF,0x01
4.236931187500000,0,0xFF,0x02
4.237022187500000,0,0xFF,0x7C
4.237113625000000,0,0xFF,0x0E
4.237220375000000,0,0xFF,0xFF
4.237317062500000,0,0xFF,0xFF
4.237413812500000,0,0xFF,0xFF
4.237511562500000,0,0xFF,0xFF
4.237608625000000,0,0xFF,0xFF
4.237705000000000,0,0xFF,0xFF
4.237819437500000,0,0xFF,0xFF
5.542422375000000,1,0xFF,0x07
5.542513750000000,1,0xFF,0x02
5.542604812500000,1,0xFF,0xDA
5.542696187500000,1,0xFF,0xA4
5.542802937500000,1,0xFF,0xFF
5.542899687500000,1,0xFF,0xFF
5.542996375000000,1,0xFF,0xFF
5.543094500000000,1,0xFF,0xFF
5.543191562500000,1,0xFF,0xFF
5.543288937500000,1,0xFF,0xFF
5.543386312500000,1,0xFF,0xFF
5.543483750000000,1,0xFF,0xFF
5.543581125000000,1,0xFF,0xFF
5.543678500000000,1,0xFF,0xFF
5.543775937500000,1,0xFF,0xFF
5.543873312500000,1,0xFF,0xFF
5.543969687500000,1,0xFF,0xFF
5.544066750000000,1,0xFF,0xFF
5.545526062500000,2,0xFF,0x10
5.545617437500000,2,0xFF,0x06
5.545708875000000,2,0xFF,0x10
5.545799937500000,2,0xFF,0x00
5.545891625000000,2,0xFF,0x00
5.545982687500000,2,0xFF,0x00
5.546074437500000,2,0xFF,0xB6
5.546165500000000,2,0xFF,0xC2
5.546272250000000,2,0xFF,0xFF
5.546368937500000,2,0xFF,0xFF
5.546466000000000,2,0xFF,0xFF
5.546564062500000,2,0xFF,0xFF
5.546660812500000,2,0xFF,0xFF
5.546757562500000,2,0xFF,0xFF
5.546871625000000,2,0xFF,0xFF
5.548716500000000,3,0xFF,0x10
5.548807875000000,3,0xFF,0x06
5.548899250000000,3,0xFF,0xFF
5.548990312500000,3,0xFF,0x0F
5.549081750000000,3,0xFF,0x00
5.549173125000000,3,0xFF,0x00
5.549264500000000,3,0xFF,0x83
5.549355937500000,3,0xFF,0xBE
5.549462625000000,3,0xFF,0xFF
5.549559375000000,3,0xFF,0xFF
5.549656125000000,3,0xFF,0xFF
5.549753812500000,3,0xFF,0xFF
5.549850875000000,3,0xFF,0xFF
5.549947312500000,3,0xFF,0xFF
5.550061375000000,3,0xFF,0xFF
5.552485937500000,4,0xFF,0x0C
5.552577375000000,4,0xFF,0x13
5.552668437500000,4,0xFF,0x01
5.552760125000000,4,0xFF,0x00
