Time [s],Packet ID,MOSI,MISO
18.700075187500001,0,0xFF,0x01
18.700166562500002,0,0xFF,0x02
18.700257624999999,0,0xFF,0x7C
18.700349062499999,0,0xFF,0x0E
18.700455812500000,0,0xFF,0xFF
18.700552500000001,0,0xFF,0xFF
18.700649250000001,0,0xFF,0xFF
18.700747000000000,0,0xFF,0xFF
18.700843687500001,0,0xFF,0xFF
18.700940437500002,0,0xFF,0xFF
18.701054500000001,0,0xFF,0xFF
20.002435500000001,1,0xFF,0x07
20.002526875000001,1,0xFF,0x02
20.002618625000000,1,0xFF,0xDA
20.002709687500001,1,0xFF,0xA4
20.002816437500002,1,0xFF,0xFF
20.002913124999999,1,0xFF,0xFF
20.003009875000000,1,0xFF,0xFF
20.003107624999998,1,0xFF,0xFF
20.003204312499999,1,0xFF,0xFF
20.003301749999999,1,0xFF,0xFF
20.003399125000001,1,0xFF,0xFF
20.003496500000001,1,0xFF,0xFF
20.003593937500000,1,0xFF,0xFF
20.003691312499999,1,0xFF,0xFF
20.003788749999998,1,0xFF,0xFF
20.003886125000001,1,0xFF,0xFF
20.003982499999999,1,0xFF,0xFF
20.004079562499999,1,0xFF,0xFF
20.005537875000002,2,0xFF,0x10
20.005629312500002,2,0xFF,0x06
20.005721000000001,2,0xFF,0x10
20.005812375000001,2,0xFF,0x00
20.005903812500001,2,0xFF,0x00
20.005995500000001,2,0xFF,0x00
20.006086562499998,2,0xFF,0xB6
20.006177999999998,2,0xFF,0xC2
20.006284687499999,2,0xFF,0xFF
20.006381437500000,2,0xFF,0xFF
20.006478187500001,2,0xFF,0xFF
20.006575937499999,2,0xFF,0xFF
20.006672625000000,2,0xFF,0xFF
20.006769375000001,2,0xFF,0xFF
20.006883437500001,2,0xFF,0xFF
20.008728312500001,3,0xFF,0x10
20.008819750000001,3,0xFF,0x06
20.008910812500002,3,0xFF,0xFF
20.009002187499998,3,0xFF,0x0F
20.009093249999999,3,0xFF,0x00
20.009185625000001,3,0xFF,0x00
20.009276687500002,3,0xFF,0x83
20.009527562500001,3,0xFF,0xBE
20.009625249999999,3,0xFF,0xFF
20.009722687499998,3,0xFF,0xFF
20.009819749999998,3,0xFF,0xFF
20.010916437500001,3,0xFF,0xFF
20.011013875000000,3,0xFF,0xFF
20.011111249999999,3,0xFF,0xFF
20.011208312499999,3,0xFF,0xFF
20.011305374999999,3,0xFF,0xFF
20.011402437499999,3,0xFF,0xFF
20.011499874999998,3,0xFF,0xFF
20.015865437500000,4,0xFF,0x10
20.015956812500001,4,0xFF,0x06
20.016048187500001,4,0xFF,0xFF
20.016139625000001,4,0xFF,0x0F
20.016231312500000,4,0xFF,0x00
20.016322375000001,4,0xFF,0x00
20.016413750000002,4,0xFF,0x83
20.016505187500002,4,0xFF,0xBE
20.016611937499999,4,0xFF,0xFF
20.016708625000000,4,0xFF,0xFF
20.016805375000001,4,0xFF,0xFF
20.016903750000001,4,0xFF,0xFF
20.017000500000002,4,0xFF,0xFF
